﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
IP-DPOS-2022-321-183235,Rahima Moosa Regional Hospital,ANC,1,"I started to attend the coronation clinic since from 07/01/22 the sister they treated me very well they makes the jokes so I dont see any problem with them even the doctors are very well, but the thing that I can complain about the hospital is very full no bed for the patients. If government can do something better for us please please.",0.7785,"I started to attend the coronation clinic since from 07/01/22 the sister they treated me very well they makes the jokes so I dont see any problem with them even the doctors are very well, but the thing that I can complain about the hospital is very full no bed for the patients. If government can do something better for us please please.","please.,patients.,well,,07/01/22"
IP-DPOS-2022-56-803267,Carletonville District Hospital,Ward 06,1,Complain of cold water in the bathroom and broken windows ,-0.6808,Complain of cold water in the bathroom and broken windows ,
IP-DPOS-2022-56-348869,Carletonville District Hospital,Ward 06,1,Complain of Psychosis patient who enter the rooms and cold water ,-0.3612,Complain of Psychosis patient who enter the rooms and cold water ,
IP-DPOS-2022-56-513069,Carletonville District Hospital,Ward 06,1,No complain ,-0.5719,No complain ,
IP-DPOS-2022-321-562481,Rahima Moosa Regional Hospital,ANC,0.43,"Im normally in the hospital by sam, yet its almost 10AM and we are still waiting fotr the docter to check. The patientstoilets are too extremely dirty they are actually filty yet, they expect us to set on these dirty toilets. I used to come to this hospital years back bur the hospital is just a total disaster. Management should up and shape up this is totally a disaster.",-0.9391,"Im normally in the hospital by sam, yet its almost 10AM and we are still waiting fotr the docter to check. The patientstoilets are too extremely dirty they are actually filty yet, they expect us to set on these dirty toilets. I used to come to this hospital years back bur the hospital is just a total disaster. Management should up and shape up this is totally a disaster.","check.,fotr,docter,patientstoilets,disaster.,10am,filty,yet,,toilets.,sam,"
IP-DPOS-2022-398-386007,Tembisa Tertiary Hospital,Ward 09,0.71,"Tembisa Hospital staff are very rude i went to 4 wards already with no difference .
They are addressing issues public and loud when a patient need privacy. They are not good at all even if you need something you will be told nonsense before getting help. imagine how this    reflects to me as an example, i want to  do nursing here.This people are languagenly toxic.


Redress have attite started in labiur ward n one wanted to help  her  until in our unit more she asked for milk i have apolojies for our behaviour as unit manager and she accespted our apology we have    fine her milk to come back after 3 hours",-0.4402,"Tembisa Hospital staff are very rude i went to 4 wards already with no difference .
They are addressing issues public and loud when a patient need privacy. They are not good at all even if you need something you will be told nonsense before getting help. imagine how this    reflects to me as an example, i want to  do nursing here.This people are languagenly toxic.


Redress have attite started in labiur ward n one wanted to help  her  until in our unit more she asked for milk i have apolojies for our behaviour as unit manager and she accespted our apology we have    fine her milk to come back after 3 hours","help.,languagenly,attite,n,toxic.,apolojies,labiur,accespted,privacy.,here.this,example,,tembisa"
IP-DPOS-2022-56-068231,Carletonville District Hospital,Ward 06,0.29,"I honestly appreciate the one lady who was super friendly and always caring, she called me sweet and gave me hope to get through all of this,so thank you soooo much my sweet lady. Will always remember you ",0.9786,"I honestly appreciate the one lady who was super friendly and always caring, she called me sweet and gave me hope to get through all of this,so thank you soooo much my sweet lady. Will always remember you ","this,so,lady.,caring,"
IP-DPOS-2022-56-001900,Carletonville District Hospital,Ward 06,1,Complain of cold water in the bathroom and shortage of linen ,-0.5423,Complain of cold water in the bathroom and shortage of linen ,
IP-DPOS-2022-56-733749,Carletonville District Hospital,Ward 06,1,No complain be raised ,-0.5719,No complain be raised ,
IP-DPOS-2022-56-427887,Carletonville District Hospital,Ward 05,1,Hantle ,0,Dock,
IP-DPOS-2022-56-450457,Carletonville District Hospital,Ward 05,1,Kekahle ,0,Kekahle,kekahle
IP-DPOS-2022-398-832897,Tembisa Tertiary Hospital,Ward 09,0.43,"I am concerned about how nurses treat patients in the ward . A nurses  cannot be shouting  at a patient wereby for asking a questions.


Medicine or injections are not explained to us as. they must come and give you medication or injection then leave


I am very dissatisfied with the service in their ward.
on a few nurses really care about the patieats


Redness done about what other nurses done complain that they were rude on her and spoke to her and apolojies about our behaviour as staff and she accepted our apology ",-0.0258,"I am concerned about how nurses treat patients in the ward . A nurses  cannot be shouting  at a patient wereby for asking a questions.


Medicine or injections are not explained to us as. they must come and give you medication or injection then leave


I am very dissatisfied with the service in their ward.
on a few nurses really care about the patieats


Redness done about what other nurses done complain that they were rude on her and spoke to her and apolojies about our behaviour as staff and she accepted our apology ","ward.,questions.,as.,wereby,apolojies,patieats"
IP-DPOS-2022-398-429728,Tembisa Tertiary Hospital,Ward 09,0.57,Some nurses treat us in a bad way. They treat us as if we not humans . A nurses moving your body painfully knowing very well you just done an operation. I am not happy with other nurses,-0.4775,Some nurses treat us in a bad way. They treat us as if we not humans . A nurses moving your body painfully knowing very well you just done an operation. I am not happy with other nurses,"operation.,way."
IP-DPOS-2022-56-118887,Carletonville District Hospital,Ward 05,1,"Ke tshwerwe hantle ke thabile haholo, thanks ",0.4404,"Ke tshwerwe hantle ke thabile haholo, thanks ","hantle,tshwerwe,thabile,haholo,"
IP-DPOS-2022-56-478185,Carletonville District Hospital,Ward 05,1,"Kea leboha, molimo a le baballe",0,"Kea Leboha, Molimo in Le Baballe","baballe,leboha,,kea,molimo"
IP-DPOS-2022-398-527840,Tembisa Tertiary Hospital,Ward 09,0.43,"Linens are clean and dry,however the toilets and are not clean. Medication is given but none it is explained ,I am partly informed by the doctors , the nurses don't  explain anything about my grogress of my cndition . we are also expected to know the daily routines with no induction given upon admission for an example when food is served, i must put  baby down 
immediatelt,if not the meal will skip me",-0.0258,"Linens are clean and dry,however the toilets and are not clean. Medication is given but none it is explained ,I am partly informed by the doctors , the nurses don't  explain anything about my grogress of my cndition . we are also expected to know the daily routines with no induction given upon admission for an example when food is served, i must put  baby down 
immediatelt,if not the meal will skip me","cndition,served,,,i,clean.,dry,however,immediatelt,if,grogress"
IP-DPOS-2022-321-711679,Rahima Moosa Regional Hospital,12,0.86,Health care workers do great but they dont introduce themselves.,0.5647,Health care workers do great but they dont introduce themselves.,themselves.
IP-DPOS-2022-56-139561,Carletonville District Hospital,Ward 09 (maternity),1,Excellent service ,0.5719,Excellent service,
IP-DPOS-2022-321-602442,Rahima Moosa Regional Hospital,1,1,"Nurse Molota, sister Dlamini, Nkabinde B. 
Staff when I thirsty they give water to drink, doctors are good, night staff are angry, in the kitchen food arrive late, cleaners toilets are clean,Thank management of mother and child.",-0.1027,"Nurse Molota, sister Dlamini, Nkabinde B. 
Staff when I thirsty they give water to drink, doctors are good, night staff are angry, in the kitchen food arrive late, cleaners toilets are clean,Thank management of mother and child.","good,,child.,angry,,clean,thank,drink,,molota,,dlamini,,late,,nkabinde,b."
IP-DPOS-2022-56-923740,Carletonville District Hospital,Ward 09 (maternity),1,Tshebedisano e hantle le baoki,0,Tshebedisano e hantle le baoki,"hantle,baoki,tshebedisano"
IP-DPOS-2022-398-047642,Tembisa Tertiary Hospital,Ward 15,1,"The nurses are doing a wonderfuljob even though some of them are rude, actualy one of them is rude .(Sharon) . The doctors are also doing a great job",-0.2263,"The nurses are doing a wonderfuljob even though some of them are rude, actualy one of them is rude .(Sharon) . The doctors are also doing a great job","actualy,rude,,wonderfuljob,.(sharon)"
IP-DPOS-2022-398-281892,Tembisa Tertiary Hospital,Ward 15,1,"I haven't experience any mistreatment 
The nurses and i we are cooperating nothing  wrong i suspect due to their work and treatment dueto me",0.5334,"I haven't experience any mistreatment 
The nurses and i we are cooperating nothing  wrong i suspect due to their work and treatment dueto me",dueto
IP-DPOS-2022-56-429851,Carletonville District Hospital,Ward 09 (maternity),0.86,Some of the nurses are very friendly and kind. They care about you as a person ,0.8849,Some of the nurses are very friendly and kind. They care about you as a person ,kind.
IP-DPOS-2022-56-799421,Carletonville District Hospital,Ward 09 (maternity),0.86,"Bathrooms didn't have any hot water, nurses didn't seem interested in assisting with babies ",-0.3089,"Bathrooms didn't have any hot water, nurses didn't seem interested in assisting with babies ","water,"
IP-DPOS-2022-398-736553,Tembisa Tertiary Hospital,Ward 15,1,I'm so grateful because i was treated do nice and the nurses and doctor's were very kind and patience . The food was nice and the bed os comfortable.,0.9421,I'm so grateful because i was treated do nice and the nurses and doctor's were very kind and patience . The food was nice and the bed os comfortable.,comfortable.
IP-DPOS-2022-56-110175,Carletonville District Hospital,Ward 09 (maternity),1,Everything at hospital is good everything we need we get it on time ,0.4404,Everything at hospital is good everything we need we get it on time ,
IP-DPOS-2022-56-064725,Carletonville District Hospital,Ward 09 (maternity),1,"Nurses were very cared good hospitality, ibhedi ibingxola",0.7408,"Nurses were very cared good hospitality, ibhedi ibingxola","ibhedi,hospitality,,ibingxola"
IP-DPOS-2022-56-369080,Carletonville District Hospital,Ward 09 (maternity),1,I'm going to miss the nurses. Thank you for everything.,0.2263,I'm going to miss the nurses. Thank you for everything.,"nurses.,everything."
IP-DPOS-2022-56-165291,Carletonville District Hospital,Ward 09 (maternity),1,No complaints ,-0.5719,No complain,
