﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
OP-DPOS-2023-367-634690,Sizwe Tropical Disease Hospital,OPD,1,Sizwe Tropical Disease is differ from other hospitals around gauteng because the doctos and nurses are so good when nursing their patients. Everything is good about the hospital and their worker. I am  so over welcomed when coming for my check ups. ,0.8796,Sizwe Tropical Disease is differ from other hospitals around gauteng because the doctos and nurses are so good when nursing their patients. Everything is good about the hospital and their worker. I am  so over welcomed when coming for my check ups. ,"patients.,ups.,doctos,gauteng,worker.,sizwe"
OP-DPOS-2023-367-381602,Sizwe Tropical Disease Hospital,OPD,1,Evrything is professional,0.0,Evrything is professional,evrything
OP-DPOS-2023-57-654429,Charlotte Maxeke Academic Hospital,"ward 294
Paediatric Oncology and Haematology",1,great services and I'm happy with everything,0.8316,great services and I'm happy with everything,
OP-DPOS-2023-57-381016,Charlotte Maxeke Academic Hospital,"ward 294
Paediatric Oncology and Haematology",1,"the service is always the best whenever i come for my appointment.
thank you for being welcoming.
this pt is 18 months old. cannot typ on age column",0.8625,"the service is always the best whenever i come for my appointment.
thank you for being welcoming.
this pt is 18 months old. cannot typ on age column","typ,pt,appointment.,old.,welcoming."
OP-DPOS-2023-57-902026,Charlotte Maxeke Academic Hospital,Premature low care ,1,I'm happy about care,0.7845,I'm happy about care,
OP-DPOS-2023-57-173167,Charlotte Maxeke Academic Hospital,"ward 294
Paediatric Oncology and Haematology",1,it is very nice,0.4754,it is very nice,
OP-DPOS-2023-57-986272,Charlotte Maxeke Academic Hospital,Premature low care ,1,"When I came to this ward I was welcome by a smile,  nurses are very helpful when it comes to something that you need to know.  The staff is very friendly,  I was not turned away I always have access to my baby and the place is very clean and well kept ",0.9472,"When I came to this ward I was welcome by a smile,  nurses are very helpful when it comes to something that you need to know.  The staff is very friendly,  I was not turned away I always have access to my baby and the place is very clean and well kept ","smile,,know.,friendly,"
OP-DPOS-2023-57-539193,Charlotte Maxeke Academic Hospital,Premature low care ,1,"On the day of 7 September 2023, I was very satisfied with all the assistance that I got from the nurse who was looking after my baby in ward 185.
She also helped me with how to breastfeed as it was my first time trying breastfeeding with my baby since she was on feeding tube. ",0.4754,"On the day of 7 September 2023, I was very satisfied with all the assistance that I got from the nurse who was looking after my baby in ward 185.
She also helped me with how to breastfeed as it was my first time trying breastfeeding with my baby since she was on feeding tube. ","tube.,2023,"
OP-DPOS-2023-57-439369,Charlotte Maxeke Academic Hospital,ward 294 Paediatric Oncology and Haematology,1,"toilets are smelly.
staff asked cleaners to attend to toilets twice a day. toilets cleaned again after complaint.",-0.296,"toilets are smelly.
staff asked cleaners to attend to toilets twice a day. toilets cleaned again after complaint.","smelly.,complaint.,day."
OP-DPOS-2023-57-643592,Charlotte Maxeke Academic Hospital,571 Peritoneal dialysis ,0.94,"I am happy with the treatment, keep it up!!! ",0.6784,"I am happy with the treatment, keep it up!!! ","up!!!,treatment,"
OP-DPOS-2023-149-705878,Heidelberg District Hospital,eye clinic,0.94,Good service,0.4404,Good service,
OP-DPOS-2023-149-052580,Heidelberg District Hospital,eye clinic,0.94,Good services,0.4404,Good services,
OP-DPOS-2023-321-846525,Rahima Moosa Regional Hospital,Dietitian,1,Keep up your good service to us. God bless you guys.,0.7783,Keep up your good service to us. God bless you guys.,"us.,guys."
OP-DPOS-2023-149-304502,Heidelberg District Hospital,eye clinic,0.94,Good services,0.4404,Good services,
OP-DPOS-2023-149-440924,Heidelberg District Hospital,eye clinic,1,Good service,0.4404,Good service,
OP-DPOS-2023-57-730999,Charlotte Maxeke Academic Hospital,Premature low care ,1,I'm happy with the care,0.7845,I'm happy with the care,
OP-DPOS-2023-57-345358,Charlotte Maxeke Academic Hospital,Premature low care ,1,No Complaints ,-0.5994,No Complaints ,
OP-DPOS-2023-57-469563,Charlotte Maxeke Academic Hospital,Premature low care ,1,Since I was here I'm happy because of my baby.  When I enter here the nurse and doctor greet with smile even if I ask something they talk to me nicely. I am happy because I see my baby feeling better. ,0.9552,Since I was here I'm happy because of my baby.  When I enter here the nurse and doctor greet with smile even if I ask something they talk to me nicely. I am happy because I see my baby feeling better. ,"nicely.,better.,baby."
OP-DPOS-2023-57-869310,Charlotte Maxeke Academic Hospital,Premature low care ,1,All is well I thank God they're taking good care of her,0.8957,All is well I thank God they're taking good care of her,
OP-DPOS-2023-57-729270,Charlotte Maxeke Academic Hospital,Premature low care ,1,I'm very happy about the service they provide to my baby girl ❤️ ,0.6115,I'm very happy about the service they provide to my baby girl ❤️ ,❤️
OP-DPOS-2023-57-428507,Charlotte Maxeke Academic Hospital,Premature low care ,1,Today sister was very friendly and answered all my questions.  I really enjoyed my visit.  She's very friendly and I am happy of her assistance. ,0.9358,Today sister was very friendly and answered all my questions.  I really enjoyed my visit.  She's very friendly and I am happy of her assistance. ,"assistance.,visit.,questions."
OP-DPOS-2023-239-375330,Mamelodi Regional Hospital,ART,0.89,None,0.0,None,
OP-DPOS-2023-239-371610,Mamelodi Regional Hospital,ART,1,None,0.0,None,
OP-DPOS-2023-239-775007,Mamelodi Regional Hospital,ART,1,None,0.0,None,
OP-DPOS-2023-387-922439,Steve Biko Academic hospital,SOP 5,1,Patient is happy about everything in the hospital,0.5719,Patient is happy about everything in the hospital,
OP-DPOS-2023-57-832562,Charlotte Maxeke Academic Hospital,Paediatric Area 297,0.72," No commend
question 4 N\A


",0.1779,"No Commend
Question 4 n \ a",n
OP-DPOS-2023-57-552589,Charlotte Maxeke Academic Hospital,Paediatric Area 297,1,"Good sytaff members and they are very welcoming
They are patient and kind with kids",0.8588,"Good sytaff members and they are very welcoming
They are patient and kind with kids",sytaff
OP-DPOS-2023-57-953757,Charlotte Maxeke Academic Hospital,Paediatric Area 297,1,Ilovr them all they take good care  of our kids,0.7269,Ilovr them all they take good care  of our kids,ilovr
OP-DPOS-2023-321-919282,Rahima Moosa Regional Hospital,GOPD,1,Ms Mphuphu was very informative and friendly.  She spoke well and her jokes lit up the mood in the room.,0.7624,Ms Mphuphu was very informative and friendly.  She spoke well and her jokes lit up the mood in the room.,"ms,mphuphu,room.,friendly."
OP-DPOS-2023-57-221282,Charlotte Maxeke Academic Hospital,POPD Ward 256,1,Service very good.,0.4927,Service very good.,good.
OP-DPOS-2023-57-313852,Charlotte Maxeke Academic Hospital,POPD Ward 256,1,I had a wonderful experience with Sr Nxumalo as she gave us all the knowledge we deserved to know.It was so great to be in her class.,0.8733,I had a wonderful experience with Sr Nxumalo as she gave us all the knowledge we deserved to know.It was so great to be in her class.,"class.,know.it,nxumalo,sr"
OP-DPOS-2023-57-016984,Charlotte Maxeke Academic Hospital,POPD Ward 256,1,"I am very happy about the service that they gave us.They treat us with love and patience all the time.They make sure we understand how to use the treatment and how to inject,which is a good thing.",0.9441,"I am very happy about the service that they gave us.They treat us with love and patience all the time.They make sure we understand how to use the treatment and how to inject,which is a good thing.","inject,which,time.they,thing.,us.they"
OP-DPOS-2023-57-263718,Charlotte Maxeke Academic Hospital,POPD Ward 256,1,"I Roseline Nxumalo,the granny to Thabiso Nxumalo.Today,I've learned a lot about sugar diabetes.Our educator was very good.Igive her 100%.Her name is Sr Buhle Nkomo.Keep it up with good work.",0.4404,"I Roseline Nxumalo,the granny to Thabiso Nxumalo.Today,I've learned a lot about sugar diabetes.Our educator was very good.Igive her 100%.Her name is Sr Buhle Nkomo.Keep it up with good work.","buhle,diabetes.our,nxumalo,the,thabiso,100%.her,nkomo.keep,roseline,work.,nxumalo.today,i've,sr,good.igive"
OP-DPOS-2023-57-647114,Charlotte Maxeke Academic Hospital,POPD Ward 256,1,"I am satisfied about the education I received for the day,about Diabetes.",0.4215,"I am satisfied about the education I received for the day,about Diabetes.","day,about,diabetes."
OP-DPOS-2023-57-675081,Charlotte Maxeke Academic Hospital,POPD Ward 256,0.94,I appreciate Sr Sarah Mmoko's smile.She was very good to me .I hope she continues to nice and kind.,0.9324,I appreciate Sr Sarah Mmoko's smile.She was very good to me .I hope she continues to nice and kind.,"kind.,.i,smile.she,sr,mmoko's"
OP-DPOS-2023-57-200813,Charlotte Maxeke Academic Hospital,POPD Ward 256,1,"The sisters ewre lovely,helpful and kind.",0.5267,"The sisters ewre lovely,helpful and kind.","ewre,kind.,lovely,helpful"
OP-DPOS-2023-57-833672,Charlotte Maxeke Academic Hospital,POPD Ward 256,1,Was happy with whole service,0.5719,Was happy with whole service,
OP-DPOS-2023-57-001447,Charlotte Maxeke Academic Hospital,POPD Ward 256,1,"Experiencing the hospital care was very very good,in a manner that our little boy is healing very smooth interm of educating us of how we dress him at home,excercises and also maintain hygiene.",0.4939,"Experiencing the hospital care was very very good,in a manner that our little boy is healing very smooth interm of educating us of how we dress him at home,excercises and also maintain hygiene.","hygiene.,interm,home,excercises,good,in"
OP-DPOS-2023-57-726640,Charlotte Maxeke Academic Hospital,Premature low care ,1,The nurses were always here to explain everything to us I am very happy with their care ,0.8016,The nurses were always here to explain everything to us I am very happy with their care ,
OP-DPOS-2023-57-628198,Charlotte Maxeke Academic Hospital,Premature low care ,1,"The nurses are very generous and they always explain if I need feedback or the progress of the baby and I am so impressed,  no complaints so far ",0.7133,"The nurses are very generous and they always explain if I need feedback or the progress of the baby and I am so impressed,  no complaints so far ","impressed,"
